127.0.0.1 - - [26/Nov/2023:09:54:40 -0500] "GET / HTTP/1.1" 200 11428
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:22:38 -0500] "GET /inlinemanage/ControllerInline?enviar=main HTTP/1.1" 200 7003
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:22:39 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 500 4440
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:23:34 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 5069
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:23:34 -0500] "GET /inlinemanage/assets/js/JsProd/indexVent.js HTTP/1.1" 404 745
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:24:28 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:24:28 -0500] "GET /inlinemanage/assets/js/JsProd/indexVent1.js HTTP/1.1" 404 746
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:25:20 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:25:20 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 200 1026
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:26:01 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:26:06 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:26:34 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:26:34 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 200 360
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:26:38 -0500] "GET /inlinemanage/Reports?enviar=DeVent HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:26:49 -0500] "GET /inlinemanage/Reports?enviar=DeVent HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:50:01 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:50:01 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:10:50:04 -0500] "GET /inlinemanage/Reports?enviar=DeVent HTTP/1.1" 200 1232
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:06:54 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 5158
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:06:54 -0500] "GET /inlinemanage/assets/css/modalReports.css HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:06:54 -0500] "GET /inlinemanage/assets/css/indexModule1.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:06:54 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:07:00 -0500] "GET /inlinemanage/Reports?dateFilter=2023-11-25&enviar=DeVentFIlterr HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:08:54 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 5157
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:08:54 -0500] "GET /inlinemanage/assets/css/index2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:08:59 -0500] "GET /inlinemanage/Reports?dateFilter=2023-11-25&enviar=DeVentFilter HTTP/1.1" 200 1010
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:09:08 -0500] "GET /inlinemanage/Reports?dateFilter=2023-11-26&enviar=DeVentFilter HTTP/1.1" 200 1010
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:09:23 -0500] "GET /inlinemanage/ HTTP/1.1" 200 3338
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:09:30 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 7003
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:09:33 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 5157
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:09:34 -0500] "GET /inlinemanage/Vent?enviar=registerVent HTTP/1.1" 200 5501
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:09:34 -0500] "GET /inlinemanage/assets/js/JsVent/registerVent1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:09:40 -0500] "POST /inlinemanage/Vent HTTP/1.1" 200 6082
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:09:49 -0500] "GET /inlinemanage/Reports?dateFilter=2023-11-26&enviar=DeVentFilter HTTP/1.1" 200 1010
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:10:37 -0500] "POST /inlinemanage/Vent HTTP/1.1" 500 1489
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:10:47 -0500] "GET /inlinemanage/ HTTP/1.1" 200 3338
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:10:54 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 7371
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:10:55 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 6082
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:11:03 -0500] "GET /inlinemanage/Reports?dateFilter=2023-11-26&enviar=DeVentFilter HTTP/1.1" 200 1010
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:15:43 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 6082
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:15:43 -0500] "GET /inlinemanage/assets/css/StylesBarCode1.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:15:43 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:15:47 -0500] "GET /inlinemanage/Reports?dateFilter=2023-11-26&enviar=DeVentFilter HTTP/1.1" 200 1237
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:15:56 -0500] "GET /inlinemanage/Reports?dateFilter=2023-11-25&enviar=DeVentFilter HTTP/1.1" 200 1232
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:16:07 -0500] "GET /inlinemanage HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:16:07 -0500] "GET /inlinemanage/ HTTP/1.1" 200 3338
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:16:15 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 7371
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:16:16 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 6082
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:16:19 -0500] "GET /inlinemanage/Vent?enviar=registerVent HTTP/1.1" 200 5501
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:16:25 -0500] "POST /inlinemanage/Vent HTTP/1.1" 200 7007
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:16:34 -0500] "GET /inlinemanage/ControllerInline?enviar=main HTTP/1.1" 200 7739
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:16:36 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 7007
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:16:40 -0500] "GET /inlinemanage/Reports?dateFilter=2023-11-26&enviar=DeVentFilter HTTP/1.1" 200 1299
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:17:05 -0500] "GET /inlinemanage/Reports?dateFilter=2023-11-25&enviar=DeVentFilter HTTP/1.1" 200 1232
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:17:13 -0500] "GET /inlinemanage/Reports?dateFilter=2023-11-24&enviar=DeVentFilter HTTP/1.1" 200 1010
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:17:45 -0500] "GET /inlinemanage/ControllerInline?enviar=main HTTP/1.1" 200 7739
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:19:28 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 7007
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:19:30 -0500] "GET /inlinemanage/Vent?enviar=registerVent HTTP/1.1" 200 5501
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:19:38 -0500] "POST /inlinemanage/Vent HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:23:28 -0500] "GET /inlinemanage/Vent?enviar=registerVent HTTP/1.1" 200 5501
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:23:28 -0500] "GET /inlinemanage/assets/css/main1.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:23:34 -0500] "GET /inlinemanage HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:23:34 -0500] "GET /inlinemanage/ HTTP/1.1" 200 3338
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:23:41 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 7739
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:23:42 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 7262
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:23:42 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:23:43 -0500] "GET /inlinemanage/Vent?enviar=registerVent HTTP/1.1" 200 5501
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:23:49 -0500] "POST /inlinemanage/Vent HTTP/1.1" 200 7262
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:36:44 -0500] "GET /inlinemanage HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:36:44 -0500] "GET /inlinemanage/ HTTP/1.1" 200 3338
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:36:51 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 7739
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:36:53 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 7309
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:36:53 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 200 698
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:36:54 -0500] "GET /inlinemanage/Vent?enviar=registerVent HTTP/1.1" 200 5501
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:37:02 -0500] "POST /inlinemanage/Vent HTTP/1.1" 200 7380
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:37:02 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:38:45 -0500] "POST /inlinemanage/Vent HTTP/1.1" 500 1489
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:38:49 -0500] "GET /inlinemanage/ HTTP/1.1" 200 3338
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:38:58 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 7739
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:38:59 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 7309
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:38:59 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 200 697
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:39:01 -0500] "GET /inlinemanage/Vent?enviar=registerVent HTTP/1.1" 200 5501
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:39:08 -0500] "POST /inlinemanage/Vent HTTP/1.1" 200 7379
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:39:08 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:41:00 -0500] "POST /inlinemanage/Vent HTTP/1.1" 500 1489
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:41:03 -0500] "GET /inlinemanage/ HTTP/1.1" 200 3338
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:41:10 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 3387
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:41:16 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 7739
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:41:18 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 7309
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:41:18 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 200 859
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:41:23 -0500] "GET /inlinemanage/Vent?enviar=registerVent HTTP/1.1" 200 5501
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:41:28 -0500] "POST /inlinemanage/Vent HTTP/1.1" 200 7379
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:41:28 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:42:47 -0500] "POST /inlinemanage/Vent HTTP/1.1" 500 1489
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:42:49 -0500] "GET /inlinemanage HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:42:49 -0500] "GET /inlinemanage/ HTTP/1.1" 200 3338
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:42:49 -0500] "GET /inlinemanage/assets/js/index1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:42:56 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 3387
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:43:00 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 7739
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:43:02 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 7309
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:43:02 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 200 794
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:43:03 -0500] "GET /inlinemanage/Vent?enviar=registerVent HTTP/1.1" 200 5501
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:43:10 -0500] "POST /inlinemanage/Vent HTTP/1.1" 200 7379
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:43:10 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:47:24 -0500] "GET /inlinemanage HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:47:24 -0500] "GET /inlinemanage/ HTTP/1.1" 200 3338
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:47:26 -0500] "GET /inlinemanage/ HTTP/1.1" 200 3338
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:47:31 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 7739
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:47:33 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 7309
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:47:33 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 200 863
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:47:39 -0500] "GET /inlinemanage/Vent?enviar=registerVent HTTP/1.1" 200 5501
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:47:44 -0500] "POST /inlinemanage/Vent HTTP/1.1" 200 7379
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:48:37 -0500] "GET /inlinemanage HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:48:37 -0500] "GET /inlinemanage/ HTTP/1.1" 200 3338
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:48:46 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 3387
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:48:53 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 7739
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:48:56 -0500] "GET /inlinemanage/Vent?enviar=vent HTTP/1.1" 200 7309
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:48:56 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 200 804
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:49:00 -0500] "GET /inlinemanage/Vent?enviar=registerVent HTTP/1.1" 200 5501
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:49:05 -0500] "POST /inlinemanage/Vent HTTP/1.1" 200 7379
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:49:05 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:51:03 -0500] "GET /inlinemanage/Vent?enviar=registerVent HTTP/1.1" 200 5501
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:51:12 -0500] "POST /inlinemanage/Vent HTTP/1.1" 200 7379
0:0:0:0:0:0:0:1 - - [26/Nov/2023:11:51:12 -0500] "GET /inlinemanage/assets/js/JsVent/indexVent1.js HTTP/1.1" 304 -
