127.0.0.1 - - [18/Nov/2023:10:12:37 -0500] "GET / HTTP/1.1" 200 11230
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:12:44 -0500] "GET /inlinemanage HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:12:44 -0500] "GET /inlinemanage/ HTTP/1.1" 200 3318
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:12:44 -0500] "GET /inlinemanage/assets/css/indexModule1.css HTTP/1.1" 200 1284
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:12:44 -0500] "GET /inlinemanage/assets/css/formsUpdate.css HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:12:44 -0500] "GET /inlinemanage/assets/css/index1.css HTTP/1.1" 200 3778
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:12:44 -0500] "GET /inlinemanage/assets/css/main.css HTTP/1.1" 200 1152
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:12:45 -0500] "GET /inlinemanage/assets/js/index1.js HTTP/1.1" 200 2776
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:12:45 -0500] "GET /inlinemanage/assets/img/LogoInterline.PNG HTTP/1.1" 200 27353
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:12:46 -0500] "GET /favicon.ico HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:13:23 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 4426
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:13:44 -0500] "GET /inlinemanage/ControllerInline?enviar=product HTTP/1.1" 200 13770
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:13:44 -0500] "GET /inlinemanage/assets/img/back.PNG HTTP/1.1" 200 1371
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:13:44 -0500] "GET /inlinemanage/assets/js/JsProd/searchProd.js HTTP/1.1" 200 962
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:13:48 -0500] "GET /inlinemanage/Reports?enviar=product HTTP/1.1" 200 2955
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:35:30 -0500] "GET /inlinemanage/ControllerInline?enviar=product HTTP/1.1" 200 13770
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:35:32 -0500] "GET /inlinemanage/ControllerInline?enviar=main HTTP/1.1" 200 4426
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:35:34 -0500] "GET /inlinemanage/ControllerInline?enviar=vent HTTP/1.1" 200 3540
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:35:54 -0500] "GET /inlinemanage/ControllerInline?enviar=main HTTP/1.1" 200 4426
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:36:05 -0500] "GET /inlinemanage/ControllerInline?enviar=vent HTTP/1.1" 200 3540
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:36:16 -0500] "GET /inlinemanage/ControllerInline?enviar=registerVent HTTP/1.1" 200 5537
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:36:17 -0500] "GET /inlinemanage/assets/js/JsVent/registerVent.js HTTP/1.1" 404 748
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:37:04 -0500] "GET /inlinemanage/ControllerInline?enviar=vent HTTP/1.1" 200 3540
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:38:45 -0500] "GET /inlinemanage/ControllerInLine?enviar=consultVent&idVenta=1 HTTP/1.1" 404 720
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:49:17 -0500] "GET /inlinemanage/ControllerInline?enviar=vent HTTP/1.1" 200 3540
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:49:22 -0500] "GET /inlinemanage/ControllerInline?enviar=main HTTP/1.1" 200 4426
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:49:24 -0500] "GET /inlinemanage/ControllerInline?enviar=vent HTTP/1.1" 200 3540
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:49:25 -0500] "GET /inlinemanage/ControllerInline?enviar=registerVent HTTP/1.1" 200 5537
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:49:25 -0500] "GET /inlinemanage/assets/js/JsVent/registerVent.js HTTP/1.1" 404 748
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:49:27 -0500] "GET /inlinemanage/ControllerInline?enviar=vent HTTP/1.1" 200 3540
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:52:07 -0500] "GET /inlinemanage/ControllerInline?enviar=registerVent HTTP/1.1" 200 5537
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:52:07 -0500] "GET /inlinemanage/assets/js/JsVent/registerVent.js HTTP/1.1" 404 748
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:52:17 -0500] "GET /inlinemanage/ControllerInline?enviar=vent HTTP/1.1" 200 3540
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:53:46 -0500] "GET /inlinemanage/ControllerInline?enviar=vent HTTP/1.1" 200 3540
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:54:47 -0500] "GET /inlinemanage/ControllerInline?enviar=vent HTTP/1.1" 200 3017
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:58:12 -0500] "GET /inlinemanage/ControllerInline?enviar=vent HTTP/1.1" 200 3750
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:58:24 -0500] "GET /inlinemanage/ControllerInline?enviar=registerVent HTTP/1.1" 200 5537
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:58:24 -0500] "GET /inlinemanage/assets/js/JsVent/registerVent.js HTTP/1.1" 200 1090
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:58:37 -0500] "POST /inlinemanage/ControllerInline HTTP/1.1" 200 5537
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:58:38 -0500] "GET /inlinemanage/ControllerInline?enviar=vent HTTP/1.1" 200 4796
0:0:0:0:0:0:0:1 - - [18/Nov/2023:10:58:49 -0500] "GET /inlinemanage/ControllerInLine?enviar=consultVent&idVenta=2 HTTP/1.1" 404 720
